,created_at,text,lang,timestamp_ms,preprocessed,lemma stop
6594,Mon Sep 05 07:18:00 +0000 2022,"@mishacollins @Dodgers Yes, Mish, you DO look kinda hot....",en,1662362280666, yes mish you do look kinda hot ,yes mish look kinda hot
6597,Mon Sep 05 13:57:32 +0000 2022,@aleiglezias @mishacollins He's simply wonderful and there's a lot of women that feel that way.. if only he could be cloned LOL mass production of Misha Collins.. but in the end there could be only one.. anything other than that is a poor facsimile https://t.co/lx9WL3rEtf,en,1662386252659, he s simply wonderful and there s a lot of women that feel that way if only he could be cloned lol mass production of misha collins but in the end there could be only one anything other than that is a poor facsimile ,simply wonderful lot women feel way could clone lol mass production misha collins end could one anything poor facsimile
6598,Mon Sep 05 14:01:48 +0000 2022,5/9- I love you @mishacollins,en,1662386508661,5 9 i love you ,5 9 love
6603,Mon Sep 05 19:10:21 +0000 2022,@mishacollins well you look stunning😂,en,1662405021666, well you look stunning ,well look stun
6604,Mon Sep 05 19:14:46 +0000 2022,@mishacollins I guess kids tried to put wings on your face .,en,1662405286660, i guess kids tried to put wings on your face ,guess kid try put wing face
6605,Mon Sep 05 19:17:37 +0000 2022,@mishacollins Best cosplay of this queen that i’ve ever seen fr 🤞🏼 https://t.co/W1rphPCxH2,en,1662405457662, best cosplay of this queen that i ve ever seen fr ,best cosplay queen ever see fr
6607,Mon Sep 05 19:22:28 +0000 2022,@mishacollins Gonna need a video of that,en,1662405748665, gonna need a video of that,gonna need video
6608,Mon Sep 05 19:24:51 +0000 2022,@dragonSgotenks @mishacollins I knee I seen that look some where 😂😂,en,1662405891663, i knee i seen that look some where ,knee see look
6612,Mon Sep 05 20:27:48 +0000 2022,@primevideouk @mishacollins Nothing but the truth here. 💅,en,1662409668664, nothing but the truth here ,nothing truth
6614,Mon Sep 05 20:49:58 +0000 2022,"@mishacollins Omg, Misha! 🤣🤣 I'm not sure if it's bravery or something else that made you do a 'YES DAY' but respect to you! Not a chance that's happening in this house! It also appears that our kids share the same love of VIBRANT make-up. 😂😂😂",en,1662410998662, omg misha i m not sure if it s bravery or something else that made you do a yes day but respect to you not a chance that s happening in this house it also appears that our kids share the same love of vibrant make up ,omg misha sure bravery something else make yes day respect chance happen house also appear kid share love vibrant make
6615,Mon Sep 05 21:46:09 +0000 2022,@mishacollins You're the best dad ever. I can feel how much they love you. It's 6:46 in the morning here and I saw this as soon as I woke up And I'm smiling. What a lovely family!,en,1662414369657, you re the best dad ever i can feel how much they love you it s 6 46 in the morning here and i saw this as soon as i woke up and i m smiling what a lovely family ,best dad ever feel much love 6 46 morning saw soon wake smile lovely family
6620,Tue Sep 06 01:17:42 +0000 2022,I'm saying this right now if I got the opportunity to meet @JensenAckles and @mishacollins I would literally break down. Sobbingggg js,en,1662427062658,i m saying this right now if i got the opportunity to meet and i would literally break down sobbingggg js,say right get opportunity meet would literally break sobbingggg js
6621,Tue Sep 06 02:16:38 +0000 2022,@mishacollins you were so cute. 😁,en,1662430598658, you were so cute ,cute
6624,Tue Sep 06 03:51:58 +0000 2022,@mishacollins You made us a promise. We are waiting on these low budget Supernatural episode's. I know i and my kids would happily work as extra or guest stars. https://t.co/rBgGcGi0r8,en,1662436318660, you made us a promise we are waiting on these low budget supernatural episode s i know i and my kids would happily work as extra or guest stars ,make us promise wait low budget supernatural episode know kid would happily work extra guest star
6626,Tue Sep 06 05:34:11 +0000 2022,@mishacollins Never have a yes day for kids cause you never know what they are going to ask for Misha.,en,1662442451658, never have a yes day for kids cause you never know what they are going to ask for misha ,never yes day kid cause never know go ask misha
6632,Tue Sep 06 18:13:35 +0000 2022,@GroovyGirl88 @ChaosAndWolves @primevideouk @JensenAcklesPL @JensenAckles @mishacollins @RobBenedict @jasonmanns Wow. Did you do that for every single episode?,en,1662488015662, wow did you do that for every single episode ,wow every single episode
6633,Tue Sep 06 19:24:25 +0000 2022,@Marlin19_89 @mishacollins Maybe he will share a story abt it at Denver.,en,1662492265661, maybe he will share a story abt it at denver ,maybe share story abt denver
6638,Wed Sep 07 14:17:06 +0000 2022,@mishacollins @staceyabrams How can I help?,en,1662560226662, how can i help ,help
6641,Wed Sep 07 19:53:31 +0000 2022,@mishacollins Can he just be in prison already? 🤦‍♀️,en,1662580411665, can he just be in prison already ,prison already
6646,Thu Sep 08 02:52:08 +0000 2022,@mishacollins @Angeleyz4ever Stay safe Misha,en,1662605528665, stay safe misha,stay safe misha
6656,Fri Sep 09 02:45:25 +0000 2022,"@mishacollins @DrOz @JohnFetterman I would get suspended from Twitter if I typed my reaction
What an a$$5073",en,1662691525662, i would get suspended from twitter if i typed my reaction what an a 5073,would get suspend twitter type reaction 5073
6657,Fri Sep 09 02:58:01 +0000 2022,if i could beat the shit out of misha collins i would idk what brought this up but i just want everyone to know,en,1662692281661,if i could beat the shit out of misha collins i would idk what brought this up but i just want everyone to know,could beat shit misha collins would idk bring want everyone know
6659,Fri Sep 09 13:49:36 +0000 2022,Twitter was hiding this beautiful Misha Collins smile...They wanted to keep it for them don't they???,en,1662731376665,twitter was hiding this beautiful misha collins smile they wanted to keep it for them don t they ,twitter hide beautiful misha collins smile want keep
6660,Fri Sep 09 14:49:41 +0000 2022,"@kittensqde stan louis harry jensen ackles
supp misha collins camille gracie",en,1662734981659, stan louis harry jensen ackles supp misha collins camille gracie,stan louis harry jensen ackles supp misha collins camille gracie
6666,Sat Sep 10 01:16:47 +0000 2022,"@mishacollins @staceyabrams This feels like a scene from a movie when you go back and forth from set to rally, changing clothes so frequently that you inevitably end up at a rally with two faces",en,1662772607659, this feels like a scene from a movie when you go back and forth from set to rally changing clothes so frequently that you inevitably end up at a rally with two faces,feel like scene movie go back forth set rally change clothe frequently inevitably end rally two face
6674,Sun Sep 11 00:48:49 +0000 2022,@mishacollins So when is someone going to make a Castiel photo holding a sign that says Vote Abrams and call it Angel for Abrams?,en,1662857329661, so when is someone going to make a castiel photo holding a sign that says vote abrams and call it angel for abrams ,someone go make castiel photo hold sign say vote abrams call angel abrams
6675,Sun Sep 11 03:47:24 +0000 2022,Tools are meant to be used; envy is the oldest historical book in the world @Pontifex @aplusk @mishacollins @SnoopDogg #tiktoktaughtme,en,1662868044660,tools are meant to be used envy is the oldest historical book in the world ,tool mean use envy oldest historical book world
6677,Sun Sep 11 05:44:32 +0000 2022,Please help @mishacollins,en,1662875072662,please help ,please help
6678,Sun Sep 11 11:04:21 +0000 2022,@mishacollins the pic https://t.co/aegelV7wHQ,en,1662894261663, the pic ,pic
6682,Mon Sep 12 17:39:25 +0000 2022,"from what i can gather, during this twitter smear campaign, travis accused misha of being a pedophile? travis is infamous for speaking out against both misha collins and jared padalecki on twitter.",en,1663004365662,from what i can gather during this twitter smear campaign travis accused misha of being a pedophile travis is infamous for speaking out against both misha collins and jared padalecki on twitter ,gather twitter smear campaign travis accuse misha pedophile travis infamous speak misha collins jar padalecki twitter
6683,Mon Sep 12 19:19:28 +0000 2022,@thursdaysangell @mishacollins My jeremesha I love that picture it looks like you just had way too many espressos make sure you it's making me laugh with your eyes so wide and they're beautiful blue it's like whoa that's the kind of look you got on your face I love you God bless you and keep you safe ❤️😇🙏,en,1663010368662, my jeremesha i love that picture it looks like you just had way too many espressos make sure you it s making me laugh with your eyes so wide and they re beautiful blue it s like whoa that s the kind of look you got on your face i love you god bless you and keep you safe ,jeremesha love picture look like way many espressos make sure make laugh eye wide beautiful blue like whoa kind look get face love god bless keep safe
6685,Tue Sep 13 00:51:02 +0000 2022,Good night moonlight @mishacollins https://t.co/LV6xAOsJCT,en,1663030262663,good night moonlight ,good night moonlight
6690,Tue Sep 13 21:58:07 +0000 2022,@mishacollins Break that sucker off!!!!,en,1663106287666, break that sucker off ,break sucker
6695,Wed Sep 14 01:38:18 +0000 2022,@mishacollins @cw_spn @JensenAckles @jarpad Yaaaay dance party to celebrate 🍾 🥳 https://t.co/FGxkZN1EW4,en,1663119498660, yaaaay dance party to celebrate ,yaaaay dance party celebrate
6696,Wed Sep 14 01:38:33 +0000 2022,"@mishacollins @cw_spn @JensenAckles @jarpad Everything here is on purpose! The green cowboy hat for Dean, the red flannel hat for Sam and the blue hat with rainbows for Cas! Sir, I know what you are doing!!!",en,1663119513663, everything here is on purpose the green cowboy hat for dean the red flannel hat for sam and the blue hat with rainbows for cas sir i know what you are doing ,everything purpose green cowboy hat dean red flannel hat sam blue hat rainbows cas sir know
6710,Wed Sep 14 05:26:54 +0000 2022,@mishacollins @cw_spn @JensenAckles @jarpad Happy Supernatural day🎉❤️❤️💙💙,en,1663133214660, happy supernatural day ,happy supernatural day
6712,Wed Sep 14 07:00:18 +0000 2022,"Oh my gosh, 17 years ago...
I feel old, but one of the best tv shows ever nwn @mishacollins @jarpad @JensenAckles happy spn bday!",en,1663138818661,oh my gosh 17 years ago i feel old but one of the best tv shows ever nwn happy spn bday ,oh gosh 17 years ago feel old one best tv show ever nwn happy spn bday
6714,Wed Sep 14 07:22:48 +0000 2022,Happy Supernatural Day😍 I love all of you😍❤️ #supernatural @mishacollins @JensenAckles @jarpad @cw_spn https://t.co/OmIAzU60W6,en,1663140168659,happy supernatural day i love all of you ,happy supernatural day love
6716,Wed Sep 14 09:29:58 +0000 2022,@mishacollins @cw_spn @JensenAckles @jarpad And that's of course what it will vote 😉❤️ https://t.co/sCSaz8FSIm,en,1663147798665, and that s of course what it will vote ,course vote
6724,Thu Sep 15 00:34:28 +0000 2022,@mishacollins Yes and you’re one of them too but seeing others is always a nice reminder that the world is filled with caring and selfless people,en,1663202068663, yes and you re one of them too but seeing others is always a nice reminder that the world is filled with caring and selfless people,yes one see others always nice reminder world fill care selfless people
6732,Fri Sep 16 02:56:51 +0000 2022,"@mishacollins @GovRonDeSantis for clarity’s sake you do mean AL as in Alabama and not LA as in Louisiana, right? bc Alabama is the state that borders Florida 💕",en,1663297011666, for clarity s sake you do mean al as in alabama and not la as in louisiana right bc alabama is the state that borders florida ,clarity sake mean al alabama la louisiana right bc alabama state border florida
6738,Fri Sep 16 08:31:53 +0000 2022,@MandyTheDemon @Ellen_of_Oz @mishacollins @DCLovesDestiel @caslostwings @PurgatoryJar oh my god that's beautiful!!!!!😍,en,1663317113665, oh my god that s beautiful ,oh god beautiful
6743,Fri Sep 16 23:45:10 +0000 2022,"@MeggityMcC @icaruspendragon @mishacollins @GovRonDeSantis Ah cool so you wouldn’t mind me saying that you’re tweeting this from Montana? Same difference, right??",en,1663371910657, ah cool so you wouldn t mind me saying that you re tweeting this from montana same difference right ,ah cool mind say tweet montana difference right
6744,Sat Sep 17 00:18:41 +0000 2022,"@mishacollins @GovRonDeSantis https://t.co/IkmUJCIFwL
I hate doing this but please share this around 😭",en,1663373921664, i hate doing this but please share this around ,hate please share around
6746,Sat Sep 17 17:34:33 +0000 2022,"Misha Collins and Jensen Ackles in leather: 

A stupidly 🔥🔥🔥 thread https://t.co/W0DsP4773h",en,1663436073657,misha collins and jensen ackles in leather a stupidly thread ,misha collins jensen ackles leather stupidly thread
